,ORDER_ID,COMPANY_ID,SERVICE_LINE,DRIVER_TYPE,WEIGHT_LBS,VOLUME_IN3,EXPENSE,PICKUP_ZIP,DELIVERY_ZIP
1366,101367,149,1,commander,1.0,480.0,81.56,20166,20166
1367,101368,1268,1,commander,5.0,1.0,55.09,80011,80027
1368,101369,673,1,commander,23.0,3267.0,35.45,10016,07649
1369,101370,1127,1,agent,25.0,1000.0,364.0,90638,91791
1370,101371,436,1,agent,5.0,3375.0,41.2,98122,98104
1371,101372,869,1,commander,24.0,4608.0,79.85,97227,97301
1372,101373,662,1,agent,1.0,84.0,30.24,33410,33477
1373,101374,451,1,commander,1.0,1.0,18.65,32605,32606
1374,101375,214,1,commander,40.0,1728.0,198.28,48108,44106
1375,101376,320,1,commander,5.0,432.0,41.9,91105,90065
1376,101377,316,1,agent,13.0,1936.0,97.81,75019,75261
1377,101378,451,1,agent,1.0,1.0,31.39,32159,34785
1378,101379,451,1,agent,1.0,1.0,35.31,32162,34785
1379,101380,917,1,commander,50.0,3600.0,430.32,20175,07503
1380,101381,1127,1,agent,25.0,1000.0,0.0,90638,92706
1381,101382,952,1,agent,82.0,16422.0,1218.92,90045,92310
1382,101383,807,1,agent,7.0,1320.0,35.28,31405,31408
1383,101384,193,1,commander,1.0,324.0,32.84,30354,30320
1384,101385,214,1,commander,40.0,1728.0,214.01,48108,44128
1385,101386,433,1,commander,1.0,1.0,23.38,98004,98155
1386,101387,1257,1,agent,4.0,1.0,28.98,94087,95051
1387,101388,1127,1,commander,20.0,500.0,30.39,92821,90638
1388,101389,982,1,commander,10.0,512.0,85.95,33196,33021
1389,101390,1257,1,agent,1.0,1.0,30.02,94025,94025
1390,101391,107,1,agent,5.0,125.0,329.08,95020,94109
1391,101392,580,1,commander,30.0,7360.0,45.42,27513,27501
1392,101393,502,1,agent,1.0,128.0,143.96,74104,73104
1393,101394,785,1,commander,30.0,5760.0,282.34,34119,33634
1394,101395,193,2,agent,192.0,58320.0,197.95,11434,11430
1395,101396,1115,1,commander,15.0,1000.0,329.43,32809,33167
1396,101397,1242,1,commander,5.0,160.0,40.84,92506,92705
1397,101398,589,1,commander,60.0,9918.0,343.93,76104,77054
1398,101399,573,1,agent,1.0,1.0,0.0,92392,92376
1399,101400,1257,1,agent,8.0,8.0,51.11,95032,95131
1400,101401,667,1,agent,1.0,1.0,30.0,94539,94566
1401,101402,436,1,agent,0.5,0.125,40.81,98104,98104
1402,101403,944,1,commander,3.0,3.0,36.75,92626,92675
1403,101404,1045,1,agent,1.0,1.0,50.87,07083,07608
1404,101405,1166,2,commander,120.0,11934.0,224.81,31909,30309
1405,101406,1257,1,agent,3.0,8.0,19.94,94063,94022
1406,101407,172,1,commander,3.0,64.22,125.46,33619,33990
1407,101408,573,1,agent,1.0,1.0,0.0,92376,92880
1408,101409,573,1,commander,1.0,1.0,20.5,92562,92562
1409,101410,987,1,agent,2.0,216.0,55.0,10707,10514
1410,101411,956,1,commander,5.0,1152.0,48.31,48174,43608-2691
1411,101412,987,1,agent,5.0,1536.0,142.68,10707,10028
1412,101413,987,1,commander,2.0,216.0,77.37,10707,11105
1413,101414,980,1,agent,1.0,189.75,353.28,12601,10029
1414,101415,1056,1,commander,1.0,1.0,121.92,91730,93035
1415,101416,1069,2,agent,150.0,135000.0,0.0,75063,77072
1416,101417,573,1,commander,1.0,1.0,0.0,92562,92592
1417,101418,1257,1,agent,8.0,8.0,47.43,94597,94520
1418,101419,1257,1,agent,8.0,8.0,22.14,94518,94520
1419,101420,1257,1,agent,8.0,8.0,40.46,94523,94520
1420,101421,1257,1,agent,8.0,8.0,34.66,94596,94520
1421,101422,1257,1,agent,8.0,8.0,30.52,94523,94520
1422,101423,573,1,agent,1.0,1.0,0.0,92880,92860
1423,101424,14,1,commander,37.0,6500.0,280.35,97124,98158
1424,101425,573,1,agent,1.0,1.0,0.0,92860,92860
1425,101426,561,1,commander,1.0,1.0,22.8,32216,32207
1426,101430,107,1,agent,5.0,125.0,59.86,94118,94304
1427,101427,1026,1,agent,1.0,1.0,95.7,47906,47905
1428,101428,1166,1,agent,35.0,1536.0,61.68,20910,21201
1429,101429,1268,2,agent,446.0,160000.0,67.35,80011,80228
1430,101431,1166,1,commander,40.0,1480.0,186.52,07753,10591
1431,101432,1242,1,commander,18.0,1130.0,44.43,90505,92705
1432,101433,1127,1,agent,25.0,1000.0,0.0,90638,92706
1433,101434,1138,2,agent,615.0,46656.0,410.88,47111,47274
1434,101435,917,1,commander,30.0,10368.0,258.93,32819,33312
1435,101436,1127,1,agent,25.0,1000.0,0.0,90638,91791
1436,101437,1257,1,agent,6.0,8.0,45.18,94544,94538
1437,101438,982,1,commander,10.0,512.0,80.92,33033,33138
1438,101439,580,1,commander,30.0,7360.0,148.64,27513,28425
1439,101440,800,1,agent,1.0,1.0,191.8,95363,95834
1440,101441,1056,1,commander,1.0,1.0,27.3,91730,92505
1441,101442,1257,1,agent,1.0,8.0,41.33,94520,94523
1442,101443,1140,1,commander,32.0,8000.0,27.45,60048,60099
1443,101444,987,1,commander,5.0,1536.0,61.78,10707,11201
1444,101445,436,1,agent,5.0,3375.0,29.65,98122,98104
1445,101446,193,1,commander,14.0,6324.0,46.19,76051,76051
1446,101447,451,1,commander,1.0,1.0,22.23,32605,32605
1447,101449,1026,1,agent,5.0,1000.0,0.0,63110,63103
1448,101448,1026,1,agent,3.0,3.0,0.0,47907,47905
1449,101450,573,1,agent,1.0,1.0,0.0,92860,92881
1450,101451,573,1,commander,1.0,1.0,0.0,92592,92582
1451,101452,316,1,commander,74.0,5600.0,121.99,28152,28208
1452,101453,980,1,commander,1.0,144.0,36.62,11237,10029
1453,101455,1026,1,agent,1.0,1.0,0.0,47907,47905
1454,101454,1026,1,agent,1.0,1.0,0.0,47906,47905
1455,101456,1026,1,agent,1.0,1.0,90.2,47906,47905
1456,101457,1255,1,commander,1.0,108.0,132.66,93501,90808
1457,101458,680,1,commander,1.0,1.0,167.45,92270,92675
1458,101459,502,1,commander,1.0,125.0,17.93,73104,73112
1459,101460,1056,1,commander,1.0,1.0,97.68,91730,90077
1460,101461,1114,1,agent,1.0,1.0,125.8,94558,95204
1461,101462,1242,1,commander,10.0,700.0,75.75,92705,92562
1462,101463,573,1,agent,1.0,1.0,147.44,92881,92503
1463,101464,371,1,commander,2.0,2.0,81.0,95642,95834
1464,101465,1146,1,agent,4.0,576.0,30.0,70001,70062
1465,101466,172,1,commander,7.0,324.0,23.24,33601,33619
1466,101467,1172,1,commander,1.0,125.0,55.74,95991,95691
1467,101468,573,1,commander,1.0,1.0,0.0,92582,92555
1468,101469,371,1,commander,1.0,1.0,61.18,95688,95834
1469,101470,570,1,commander,2.0,1936.0,41.37,98405,98104
1470,101471,917,1,commander,25.0,3600.0,256.87,20175,17822
1471,101472,1257,1,agent,3.0,8.0,69.92,94107,94903
1472,101473,1056,1,commander,1.0,1.0,110.87,91730,91364
1473,101474,107,1,commander,10.0,250.0,95.28,95020,94109
1474,101475,839,1,commander,25.0,3375.0,41.13,76021,75230
1475,101476,107,1,commander,35.0,2745.0,179.32,95020,94109
1476,101477,945,2,agent,250.0,29160.0,36.62,83634,83705
1477,101478,1257,1,agent,10.0,8.0,36.41,90028,90065
1478,101479,1166,1,commander,20.0,9072.0,178.84,48197,44113
1479,101487,667,1,agent,1.0,1.0,24.9,94566,94588
1480,101484,371,1,agent,1.0,1.0,142.6,95963,95834
1481,101488,667,1,agent,1.0,1.0,46.79,94564,94577
1482,101481,371,1,agent,1.0,1.0,63.24,95901,95965
1483,101485,667,1,agent,1.0,1.0,168.3,94577,95834
1484,101482,667,1,agent,1.0,1.0,136.74,95973,95834
1485,101480,1319,1,agent,50.0,11016.0,143.22,24551,22901
1486,101483,667,1,agent,1.0,1.0,128.79,94531,95834
1487,101486,371,1,agent,1.0,1.0,46.29,95965,95973
1488,101489,172,1,commander,1.0,32.0,38.67,33601,33716
1489,101490,807,1,agent,7.0,1320.0,44.64,31419,31406
1490,101491,107,1,commander,5.0,160.0,174.44,95020,94118
1491,101494,667,1,agent,1.0,1.0,183.6,94121,95834
1492,101492,1140,2,agent,190.0,77280.0,129.15,60048,60611
1493,101493,667,1,agent,1.0,1.0,33.44,94402,94121
1494,101495,193,1,commander,4.0,576.0,83.89,20147,20166
1495,101496,371,1,commander,3.0,3.0,62.31,94534,95834
1496,101497,667,1,agent,1.0,1.0,53.39,94920,94402
1497,101498,1257,1,agent,3.0,8.0,58.0,94107,94806
1498,101499,1297,1,commander,30.0,13832.0,391.64,60612,63122
1499,101500,1166,1,agent,60.0,9072.0,164.66,19403,21201
1500,101501,1172,1,commander,1.0,125.0,100.86,94509,95691
1501,101502,1256,1,agent,40.0,3456.0,49.8,43219,43147
1502,101504,652,1,agent,25.0,1000.0,38.22,98122,98105
1503,101503,1127,1,agent,25.0,1000.0,0.0,90638,91791
1504,101505,1174,1,commander,12.0,1728.0,24.79,91941,91942
1505,101506,561,1,commander,1.0,1.0,17.71,32073,32207
1506,101507,573,1,commander,1.0,1.0,21.22,92555,92506
1507,101508,982,1,commander,10.0,512.0,84.16,33013,33169
1508,101509,451,1,commander,4.0,4.0,15.64,32608,32605
1509,101510,1257,1,agent,3.0,576.0,102.23,94070,94525
1510,101511,980,1,commander,1.0,432.0,55.74,10032,10029
1511,101512,107,1,agent,5.0,125.0,148.48,94583,94118
1512,101513,1257,1,agent,5.0,8.0,75.35,94520,94803
1513,101514,662,1,agent,10.0,125.0,49.6,78539,78577
1514,101515,96,1,commander,3.0,264.0,62.07,33315,33406
1515,101516,573,1,commander,1.0,1.0,226.1,92506,92503
1516,101517,1026,1,agent,1.0,1.0,0.0,63110,63103
1517,101520,1026,1,agent,5.0,1000.0,0.0,63110,63103
1518,101518,1026,1,agent,5.0,1000.0,0.0,63110,63103
1519,101519,1026,1,agent,5.0,1000.0,0.0,63110,63103
1520,101521,448,1,commander,1.0,1.0,155.83,92037,91768
1521,101522,586,1,commander,10.0,5760.0,33.72,44143,44135
1522,101523,1138,2,agent,970.0,93312.0,532.01,47130,47220
1523,101525,1235,1,agent,2.0,2.0,18.29,62206,62226
1524,101524,320,1,agent,3.0,432.0,103.79,94040,94025
1525,101526,1127,1,agent,25.0,1000.0,0.0,90638,92706
1526,101527,107,1,commander,10.0,250.0,23.12,95020,94583
1527,101528,14,1,agent,9.0,3024.0,681.38,12020,11430
1528,101529,662,1,commander,10.0,125.0,39.67,85741,85741
1529,101530,1056,1,commander,1.0,1.0,58.04,91730,91104
1530,101532,808,1,commander,1.0,1.0,38.26,97035,97230
1531,101531,1146,1,agent,75.0,8640.0,258.36,95407,94403
1532,101533,149,1,commander,2.205,1792.0,100.72,91789,90045
1533,101534,1056,1,commander,1.0,1.0,42.82,91730,91106
1534,101535,217,1,commander,5.0,990.0,18.77,78653,78705
1535,101536,1257,1,agent,2.0,8.0,44.4,94618,94577
1536,101537,1235,1,agent,3.0,3.0,29.14,62206,63141
1537,101538,448,1,commander,1.0,1.0,145.67,92103,91768
1538,101539,1257,1,agent,9.0,8.0,56.29,94107,94579
1539,101540,662,1,agent,10.0,125.0,37.73,78550,78550
1540,101541,179,1,commander,5.0,125.0,22.8,75231,75230
1541,101542,371,1,commander,2.0,2.0,55.81,95667,95834
1542,101543,586,1,agent,1.0,286.0,374.36,26508,44143
1543,101544,1257,1,agent,78.0,4992.0,72.4,94063,95033
1544,101545,573,1,commander,2.0,2.0,25.68,92507-0926,92346
1545,101546,321,2,commander,20.0,24255.0,163.12,92394,90045
1546,101547,785,1,agent,30.0,7616.0,324.97,34950,34638
1547,101548,157,1,commander,40.0,8100.0,265.11,07052,18764
1548,101549,1072,1,agent,2.0,1080.0,299.07,32773,33982
1549,101550,435,1,commander,2.0,217.0,25.61,98059,98004
1550,101551,1026,1,agent,5.0,1000.0,26.84,63110,63103
1551,101552,1321,1,agent,20.0,13056.0,21.0,44124,49503
1552,101553,451,1,commander,4.0,649.0,107.01,33513,34471
1553,101554,589,1,commander,1.0,1920.0,14.32,77054,77030
1554,101555,1127,1,agent,1.0,1.0,79.09,91791,90638
1555,101556,320,1,commander,5.0,300.0,26.46,90404,90045
1556,101557,982,1,commander,10.0,384.0,39.09,33143,33176
1557,101558,869,1,agent,24.0,3375.0,219.6,97227,97701
1558,101559,573,1,commander,2.0,2.0,49.97,91752,92346
1559,101560,1056,1,commander,1.0,1.0,195.2,91730,93023
1560,101561,680,1,commander,1.0,1.0,80.51,92253,92346
1561,101562,715,1,commander,1.0,1.0,28.85,98055,98134
1562,101563,809,1,commander,3.0,3240.0,68.54,10604,07608
1563,101564,1314,1,agent,20.0,2304.0,212.14,70520,70001
1564,101565,172,1,commander,7.0,380.0,23.6,33805,33619
1565,101566,1186,1,commander,24.0,27648.0,34.38,92029,92064
1566,101567,982,1,commander,24.0,4896.0,43.42,33138,33157
1567,101568,1140,2,agent,1890.0,772800.0,347.03,60048,60611-3167
1568,101569,172,1,commander,1.0,1.0,29.84,33805,33601
1569,101570,947,1,commander,1.0,1000.0,32.17,94589,94553
1570,101571,680,1,commander,1.0,1.0,35.9,92220,92346
1571,101572,573,1,commander,2.0,2.0,52.96,92545-9675,92346
1572,101573,668,2,commander,50.0,20736.0,421.46,78229,75246
1573,101574,808,1,commander,1.0,1.0,33.37,97068,97230
1574,101575,1186,1,commander,1.0,1728.0,46.37,92029,92103
1575,101576,172,1,commander,1.0,24.0,82.84,33805,33716
1576,101577,1163,1,agent,1.0,1.0,443.55,56601,55112
1577,101578,316,1,commander,2.0,432.0,58.47,91201,90045
1578,101579,800,1,commander,1.0,1.0,132.87,95363,95834
1579,101580,391,1,commander,1.0,1.0,149.18,94941,95816
1580,101581,573,1,agent,1.0,1.0,46.05,92555,92503
1581,101582,1127,1,agent,5.0,125.0,68.28,90638,91791
1582,101583,1127,1,agent,25.0,1000.0,0.0,90638,92706
1583,101584,982,1,commander,20.0,768.0,89.83,33157,33138
1584,101586,667,1,agent,1.0,1.0,167.07,94531,94577
1585,101585,667,1,agent,1.0,1.0,118.61,94564,94577
1586,101587,573,1,commander,1.0,1.0,49.08,92582,92503
1587,101588,573,1,commander,1.0,1.0,72.37,92562,92503
1588,101589,573,1,commander,1.0,1.0,78.46,92562,92503
1589,101590,573,1,commander,1.0,1.0,69.03,92592,92503
1590,101591,785,1,commander,20.0,7616.0,311.5,33634,33428
1591,101592,371,1,agent,1.0,1.0,192.2,95965,95834
1592,101593,573,1,commander,1.0,1.0,29.78,92860,92503
1593,101594,573,1,commander,1.0,1.0,41.28,92881,92503
1594,101595,573,1,commander,1.0,1.0,44.97,92376,92503
1595,101596,573,1,commander,1.0,1.0,32.15,92860,92503
1596,101597,573,1,commander,1.0,1.0,72.37,92583,92503
1597,101598,35,1,commander,5.0,1728.0,113.03,33614,32827
1598,101599,1338,1,commander,2.0,1.0,38.63,92064,92111
1599,101600,371,1,commander,1.0,1.0,45.66,95762,95834
1600,101601,448,1,commander,1.0,1.0,182.44,92103,91768
1601,101602,582,1,commander,20.0,5832.0,138.41,92126,92675
1602,101603,448,1,commander,1.0,5832.0,33.5,92123,92037
1603,101604,980,1,commander,15.0,1391.5,73.71,11355,10467
1604,101605,1127,1,agent,25.0,1000.0,0.0,90638,91791
1605,101606,1025,1,commander,42.0,1980.0,707.19,60185,65804
1606,101607,30,1,commander,2.0,288.0,40.91,27514,27710
1607,101608,573,1,commander,1.0,1.0,66.03,92395,92346
1608,101609,1166,1,commander,20.0,9408.0,640.39,46514,42103
1609,101610,980,1,commander,1.0,189.75,61.55,11355,7608
1610,101611,448,1,commander,1.0,5832.0,30.38,92123,92123
1611,101612,371,1,agent,1.0,1.0,424.0,95531,96001
1612,101613,448,1,commander,1.0,5832.0,38.92,92123,92103
1613,101614,1186,1,commander,1.0,5832.0,38.41,92029,92111
1614,101615,30,1,commander,2.0,288.0,116.1,27514,27834
1615,101616,1296,1,agent,25.0,3456.0,313.44,66208,63122
1616,101617,571,1,commander,1.0,1.0,58.15,84403,84341-2455
1617,101618,30,1,commander,2.0,288.0,123.27,27514,27103
1618,101619,30,1,commander,2.0,288.0,100.65,27514,27103
1619,101620,1127,1,agent,50.0,2000.0,294.06,90638,92706
1620,101621,84,1,commander,32.0,6912.0,702.01,94551,92011
1621,101622,84,1,commander,31.0,8112.0,588.07,94551,92011
1622,101623,654,1,commander,10.0,2925.0,32.15,98158,98104
1623,101624,107,1,commander,15.0,1474.875,22.41,94583,94109
1624,101625,107,1,commander,10.0,250.0,67.08,94304,94583
1625,101626,980,1,commander,1.0,189.75,281.55,11355,19123
1626,101627,1179,1,agent,1.0,1.0,52.66,36532,36604
1627,101628,107,1,commander,5.0,125.0,125.76,94583,94118
1628,101629,131,1,agent,2.0,1728.0,486.31,35630,30067
1629,101630,869,1,commander,24.0,4608.0,125.78,97227,97330
1630,101631,587,1,commander,1.0,48.0,308.3,76104,77030
1631,101632,107,1,commander,10.0,250.0,73.54,94304,94118
1632,101633,439,1,commander,2.0,1728.0,231.29,32827,33406
1633,101634,502,1,commander,1.0,128.0,654.37,74104,77030
1634,101635,107,1,commander,15.0,2744.0,56.09,94143,94583
1635,101636,917,1,commander,25.0,1000.0,505.61,20175,11795
1636,101637,448,1,commander,10.0,5832.0,38.26,92123,91910
1637,101638,439,1,agent,25.0,5408.0,560.55,33607,33406
1638,101639,980,1,commander,1.0,189.75,181.75,12601,10029
1639,101640,980,1,agent,1.0,432.0,45.36,10032,10021
1640,101641,1166,1,commander,20.0,9408.0,1298.51,19403,42103
1641,101642,172,1,commander,1.0,8.0,30.07,33601,33619
1642,101643,678,1,commander,5.0,125.0,30.26,92614,92806
1643,101644,980,1,agent,1.0,216.0,86.62,10032,11203
1644,101645,131,1,agent,1.0,144.0,211.75,35630,35233
1645,101646,980,1,agent,1.0,432.0,70.76,10032,10467
1646,101647,917,1,agent,20.0,4760.0,1315.8,79407,70806
1647,101648,371,1,commander,5.0,125.0,50.8,95671,95834
1648,101649,808,1,agent,10.0,250.0,40.76,97005,97216
1649,101650,657,2,agent,30.0,6660.0,890.96,85212,88240
1650,101651,980,1,agent,1.0,432.0,126.36,10032,10595
1651,101652,1115,1,commander,1.0,1.0,309.67,19032,18031
1652,101653,179,1,commander,2.0,8.0,161.76,76301,75230
1653,101654,193,1,commander,31.0,6048.0,71.29,33178,33126
1654,101655,869,1,commander,23.0,4608.0,344.64,97227,97504
1655,101656,586,1,agent,2.0,512.0,19.8,44143,44135
1656,101657,982,1,commander,5.0,384.0,33.62,33317,33138
1657,101658,448,1,agent,10.0,5832.0,52.43,92123,92037
1658,101659,980,1,agent,1.0,432.0,245.63,10032,11794
1659,101660,107,1,agent,10.0,1000.0,1196.62,94583,90048
1660,101661,869,1,commander,16.0,2197.0,63.74,97227,97128
1661,101662,1069,2,agent,630.0,567000.0,530.2,77072,75063
1662,101663,107,1,agent,10.0,1000.0,101.48,94583,90057
1663,101664,148,1,commander,3.0,12696.0,69.4,11430,11434
1664,101665,193,1,commander,12.0,384.0,46.22,20166,20166
1665,101666,869,1,commander,23.0,4608.0,69.65,97227,97301
1666,101667,179,1,commander,2.0,8.0,164.13,76301,75231
1667,101668,231,1,commander,15.0,1920.0,19.79,33619,33606
1668,101669,231,1,commander,1.0,0.0,29.08,33619,33606
1669,101670,980,1,commander,1.0,189.75,47.31,10017,10029
1670,101671,214,1,agent,15.0,8000.0,92.65,48108,43532
1671,101672,673,1,commander,20.0,2300.0,0.0,10017,10017
1672,101673,809,1,commander,20.0,5625.0,92.17,10604,07608
1673,101674,371,1,commander,1.0,1.0,76.04,95687,95834
1674,101675,673,1,commander,23.0,3267.0,37.25,10016,10022
1675,101676,561,1,commander,1.0,1.0,25.63,32258,32207
1676,101677,980,1,commander,50.0,6750.0,614.74,10017,14221
1677,101678,980,1,commander,1.0,189.75,36.35,10017,10467
1678,101679,668,1,agent,50.0,5832.0,32.56,78229,78229
1679,101680,678,1,commander,1.0,1.0,37.12,92663,92868
1680,101681,811,2,agent,300.0,56212.0,1755.0,44143,34104
1681,101682,1072,1,commander,32.0,5280.0,226.64,32773,33982
1682,101683,808,1,commander,4.0,16.0,58.33,98642,97230
1683,101684,673,1,commander,23.0,3267.0,54.23,10016,11501
1684,101685,715,1,commander,1.0,1.0,26.7,98006,98134
1685,101686,125,1,agent,1.0,1.0,81.4,45409,43210
1686,101687,1140,1,commander,63.0,2744.0,68.82,60048,60612-3807
1687,101688,907,1,commander,10.0,576.0,101.61,33315,33478
1688,101689,101,1,agent,15.0,672.0,105.52,11371,10065
1689,101690,561,1,commander,1.0,1.0,27.89,32073,32207
1690,101691,1138,1,agent,2.0,3456.0,23.8,47111,40241
1691,101692,917,1,commander,10.0,3456.0,174.3,35233,37402
1692,101693,1186,1,commander,1.0,5832.0,44.58,92029,92111
1693,101694,157,1,commander,1.0,1.0,170.46,98801,98027
1694,101695,348,1,commander,30.0,3168.0,43.6,10016,10065
1695,101696,1242,1,commander,20.0,2000.0,69.68,90292,92705
1696,101697,1308,1,agent,40.0,3840.0,247.66,11219,10591
1697,101698,673,1,commander,23.0,3267.0,43.33,10016,07039
1698,101699,1174,1,commander,12.0,1728.0,20.5,92111,91941
1699,101700,980,1,commander,1.0,189.75,131.21,10017,11794
1700,101701,917,1,agent,5.0,125.0,227.55,23236,20175
1701,101702,917,1,commander,75.0,16575.0,76.82,95695,95695
1702,101703,435,1,agent,1.0,1.0,43.89,98074,98004
1703,101704,1127,1,agent,25.0,1000.0,0.0,90638,92706
1704,101705,1127,1,agent,25.0,1000.0,283.92,90638,91791
1705,101706,214,1,agent,25.0,3375.0,533.12,48108,45202
1706,101707,1069,2,agent,60.0,54000.0,0.0,75063,77072
1707,101708,1242,1,commander,30.0,2730.0,40.74,92705,92677
1708,101709,917,1,agent,100.0,29750.0,56.1,15222,15212
1709,101710,107,1,commander,10.0,3456.0,90.06,94583,94304
1710,101711,1077,1,commander,30.0,2400.0,23.46,02142,02139
1711,101712,1242,1,commander,20.0,472.0,28.85,90808,90808
1712,101713,1256,1,agent,12.0,1200.0,28.97,70508,70506
1713,101714,371,1,commander,1.0,1.0,84.94,95946,95834
1714,101715,1242,1,commander,62.0,8550.0,25.63,90650,92705
1715,101716,1146,1,agent,4.0,336.0,25.25,70114,70062
1716,101717,371,1,commander,1.0,1.0,64.32,95945,95834
1717,101718,371,1,commander,1.0,1.0,89.21,95945,95834
1718,101719,320,1,commander,5.0,432.0,52.18,10075,07645
1719,101720,715,1,commander,1.0,1.0,29.08,98499,98373
1720,101721,316,1,commander,1.0,360.0,18.21,60018,60131
1721,101722,946,2,agent,1560.0,134550.0,57.89,90503,90058
1722,101723,957,1,commander,15.0,2592.0,81.33,10019,07039
1723,101724,1056,1,commander,1.0,1.0,57.28,91730,90640
1724,101725,573,1,agent,1.0,1.0,0.0,92392,92376
1725,101726,944,1,commander,3.0,3.0,38.18,92626,92675
1726,101727,1257,1,agent,17.0,8.0,21.6,94063,94061
1727,101728,193,1,commander,6.0,1980.0,47.21,98148,98158
1728,101729,1127,1,commander,5.0,1728.0,71.05,90638,92706
1729,101730,987,1,commander,2.0,216.0,38.45,10707,10036
1730,101731,1255,1,commander,3.0,952.0,105.48,93501,91304
1731,101732,1257,1,agent,38.0,8.0,30.25,94063,94027
1732,101733,436,1,commander,0.53,0.125,20.74,98104,98122
1733,101734,1174,1,commander,15.0,780.0,21.76,92103,92123
1734,101735,1257,1,agent,19.0,8.0,39.85,94063,94025
1735,101736,1235,1,agent,9.0,125.0,22.7,62206,63110
1736,101737,1174,1,commander,35.0,1704.0,23.36,92111,92121
1737,101738,1256,1,agent,5.0,1728.0,32.1,37617,37617
1738,101739,1045,1,agent,1.0,1.0,52.9,07083,07608
1739,101740,451,1,agent,1.0,1.0,40.92,34471,34471
1740,101741,987,1,commander,2.0,216.0,90.14,10707,11720
1741,101742,573,1,commander,1.0,1.0,20.26,92562,92562
1742,101743,573,1,agent,1.0,1.0,0.0,92376,92880
1743,101744,1126,1,commander,35.0,7803.0,187.56,80109,82070
1744,101745,451,1,commander,1.0,1.0,37.01,34481,34785
1745,101746,451,1,commander,1.0,1.0,19.97,32246,32207
1746,101747,561,1,commander,1.0,1.0,30.8,32250,32207
1747,101748,1257,1,agent,3.0,2496.0,38.93,90028,91604
1748,101749,484,1,agent,10.0,2560.0,110.5,40209,41048
1749,101750,573,1,agent,1.0,1.0,0.0,92880,92860
1750,101751,573,1,agent,1.0,1.0,0.0,92860,92860
1751,101752,807,1,agent,5.0,1320.0,21.75,70121,70123
1752,101753,320,1,commander,5.0,432.0,54.81,95816,95838
1753,101754,1257,1,agent,5.0,8.0,68.2,94587,94158
1754,101755,1255,1,commander,2.0,240.0,164.64,93501,90808
1755,101757,1127,2,agent,125.0,5000.0,0.0,90638,92706
1756,101756,1257,1,agent,54.0,7488.0,49.02,90028,90025
1757,101758,1127,1,agent,75.0,3000.0,0.0,90638,91791
1758,101759,172,1,commander,2.0,20.0,22.94,34667,33716
1759,101760,573,1,commander,1.0,1.0,0.0,92562,92592
1760,101761,573,1,agent,1.0,1.0,0.0,92860,92881
1761,101763,1257,1,agent,3.0,2496.0,66.29,90028,90404
1762,101762,1257,1,agent,6.0,2496.0,45.01,90028,91755
1763,101765,1257,1,agent,38.0,8.0,48.15,90028,91001
1764,101764,1245,1,agent,1.0,125.0,26.1,94070,94063
1765,101766,1257,1,agent,76.0,2496.0,46.26,90028,91403
1766,101767,589,1,commander,45.0,4959.0,376.8,76104,77054
1767,101768,1235,1,agent,15.0,81.0,17.45,62206,62269
1768,101769,1026,1,agent,3.0,3.0,0.0,47907,47905
1769,101770,1257,1,agent,38.0,8.0,33.38,90028,91423
1770,101771,668,1,commander,25.0,5832.0,15.45,78229,78229
1771,101772,1257,1,agent,6.0,576.0,75.46,90028,90272
1772,101773,800,1,agent,1.0,1.0,173.3,95363,95834
1773,101774,1026,1,agent,3.0,3.0,0.0,47907,47905
1774,101775,654,1,commander,15.0,2925.0,102.17,98104,98501
1775,101776,1176,1,commander,10.0,2640.0,57.66,73505,73521
1776,101777,808,1,commander,1.0,1.0,61.61,97123,97230
1777,101778,980,1,commander,4.0,759.0,41.71,10029,10032
1778,101779,1303,1,agent,50.0,5712.0,530.7,46545,62521
1779,101780,436,1,agent,5.0,3375.0,39.27,98122,98104
1780,101781,1257,1,agent,1.0,24.0,37.28,94523,94520
1781,101782,1257,1,agent,8.0,512.0,32.62,94553,94520
1782,101783,1257,1,agent,8.0,8.0,74.73,94530,94520
1783,101784,1174,1,commander,12.0,1728.0,27.59,91941,92121
1784,101785,808,1,commander,1.0,1.0,24.56,97222,97230
1785,101786,157,1,agent,4.0,1.0,173.28,36104,35209
1786,101787,808,1,commander,1.0,1.0,28.37,97219,97230
1787,101788,172,1,commander,1.0,16.0,28.27,34667,33601
1788,101789,1026,1,agent,2.0,2.0,123.2,47906,47905
1789,101790,680,1,commander,1.0,1.0,170.24,92270,92675
1790,101791,573,1,agent,1.0,1.0,158.08,92881,92503
1791,101792,1174,1,commander,25.0,1560.0,32.79,92123,92029
1792,101793,1257,1,agent,4.0,8.0,33.27,94107,94130
1793,101794,573,1,commander,1.0,1.0,0.0,92592,92582
1794,101795,1114,1,agent,1.0,1.0,161.32,94558,95204
1795,101796,982,1,commander,10.0,512.0,74.28,33021,33196
1796,101797,172,1,commander,2.0,48.0,54.93,34667,33619
1797,101798,172,1,commander,10.0,216.0,32.26,34667,33619
1798,101799,1257,2,agent,105.0,16.0,21.8,90028,90049
1799,101800,149,1,commander,10.0,5832.0,28.07,85225,85034
1800,101801,1257,1,agent,14.0,2496.0,20.6,90028,90077
1801,101802,980,1,commander,4.0,759.0,29.1,10029,10467
1802,101803,1257,1,agent,34.0,8.0,30.74,90028,90068
